Codice;Codice Fiscale;Ragione Sociale;Indirizzo;Città
XLR022;RLNVCN51R14A662G;Cristallina Acque Srl di Giulia Moretti;Via San Giovanni, 240;Bari
XLT881;MNTRSO52S60C573V;PureFlow Idrica Srl di Alessandro Ricci;Via Dante, 144;Cesena
XLX982;SRRMNC95P52G224C;Cristallina Acque Srl di Giulia Moretti;Corso Vittorio Emanuele, 44;Padova
XMI390;RCCRRT68L50F704T;Sorgenti d'Italia Srl di Roberto Marino;Via Europa, 139;Monza
XNT090;DSNMSM87R12L219D;Acqua & Territorio SpA di Davide Gallo;Via delle Scienze, 152;Torino
XNV393;RCCPRZ57E41G535B;PureFlow Idrica Srl di Alessandro Ricci;Via Verdi, 209;Piacenza
XNV903;RLNBBR56S65D086E;Servizi Idrici del Nord Srl di Stefano Bruno;Via delle Scienze, 119;Cosenza
XOJ326;MNTCRL95P23A271M;Acquedotto Centrale Italiano Srl di Antonio Romano;Viale della Repubblica, 284;Ancona
XOR230;RZZLSE63P64L736J;Idrogest Italia SpA di Paolo De Luca;Viale Nazionale, 127;Venezia
XPD055;FRRTRS49R48F205Z;AquaVerde Servizi Idrici Srl di Andrea Ferrari;Via dei Mille, 261;Milano
XPF973;MNCLSN85C55G337W;Cristallina Acque Srl di Giulia Moretti;Via Dante, 98;Parma
XPH401;SLVLSE62B62E506Q;Cristallina Acque Srl di Giulia Moretti;Piazza Mazzini, 61;Lecce
XPO739;MRTFRC82D42L378P;BluFonte Distribuzione SpA di Giovanni Greco;Via della Libertà, 240;Trento
XQE653;VTLRSL52C49L378G;Acque del Sud Italia SpA di Elena Giordano;Via dei Mille, 88;Trento
XQS312;PNIPRZ95E61F952E;Idroservice Nazionale SpA di Sara Rizzo;Corso XX Settembre, 107;Novara
XQT914;RNLMRA58T43D704Q;Idroservice Nazionale SpA di Sara Rizzo;Viale Nazionale, 96;Forlì
XQY508;LMBCRN49B59E472E;Fonti Chiare Distribuzione Srl di Laura Mancini;Via IV Novembre, 101;Latina
XRQ363;BNCVNT66T61A794Y;AquaVerde Servizi Idrici Srl di Andrea Ferrari;Via Dante, 159;Bergamo
XRU247;FRRVCN87L01A952I;Acquedotto Peninsulare SpA di Lorenzo Conti;Via Matteotti, 273;Bolzano
XRZ516;DLCPRI55M23L117Y;Gestione Idrica Integrata SpA di Francesco Bianchi;Via Verdi, 233;Terni
XSB252;VLLPLA50T54C351V;Idroservice Nazionale SpA di Sara Rizzo;Corso Vittorio Emanuele, 200;Catania
XSZ481;VLLRSL74T66G535A;Idroservice Nazionale SpA di Sara Rizzo;Via della Costituzione, 98;Piacenza
XTA162;CRSLSN89E54L736L;AcquaPura Italia Srl di Maria Costa;Viale Italia, 103;Venezia
XTB936;MRTLNZ67P11G273A;BluAcqua Forniture Srl di Giuseppe Esposito;Corso Vittorio Emanuele, 44;Palermo
XTR883;GRSPRZ81B66G535M;Servizi Idrici del Nord Srl di Stefano Bruno;Viale Leopardi, 222;Piacenza
XTW868;NRELNZ77E22A390D;PureFlow Idrica Srl di Alessandro Ricci;Corso Marconi, 148;Arezzo
XUH774;RSSRRT61L52A944Q;Acquedotto Centrale Italiano Srl di Antonio Romano;Via San Giovanni, 61;Bologna
XUR399;GRCCML45E57E625R;Servizi Idrici del Nord Srl di Stefano Bruno;Viale Leopardi, 45;Livorno
XVO986;SLVFNC84A56A390R;BluAcqua Forniture Srl di Giuseppe Esposito;Via del Commercio, 271;Arezzo
XVP447;GRDCRN52R41A285L;Acque del Sud Italia SpA di Elena Giordano;Corso Marconi, 189;Andria
XVX326;MRTGRG45H13A285E;Idro Distribuzione Italiana SpA di Luca Russo;Corso della Pace, 199;Andria
XWE523;MRTDVD98B16F205D;Acqua Sicura Forniture Srl di Chiara Lombardi;Viale delle Industrie, 136;Milano
XXN725;MRTDNL88P15E625F;Acqua & Territorio SpA di Davide Gallo;Via Dante, 285;Livorno
XXQ887;SNTCHR77D57E472X;AcquaPura Italia Srl di Maria Costa;Corso dell'Artigianato, 146;Latina
XXT686;CPPLSE86L60C351W;PureFlow Idrica Srl di Alessandro Ricci;Via Verdi, 1;Catania
XYO606;DLCSRA75C57D086V;PureFlow Idrica Srl di Alessandro Ricci;Corso dell'Artigianato, 260;Cosenza
YAB752;LMBRSL94M63L378A;Gestione Idrica Integrata SpA di Francesco Bianchi;Via Roma, 271;Trento
YAL754;CNTLNZ48D25E625F;Sorgenti d'Italia Srl di Roberto Marino;Via Matteotti, 127;Livorno
YBX080;MNTNGL96R54F257J;Acquedotto Peninsulare SpA di Lorenzo Conti;Via IV Novembre, 115;Modena
YCE693;VLLPRI93H02C352R;Idroservice Nazionale SpA di Sara Rizzo;Via della Libertà, 143;Catanzaro
YCP093;LNEGLI55S22D086E;Acque Chiare Servizi Srl di Marco Rossi;Via Europa, 237;Cosenza
YCS820;RCCSRA63B48B157B;Acqua Sicura Forniture Srl di Chiara Lombardi;Via Dante, 77;Brescia
YDE333;LMBRCR69D04H530P;BluAcqua Forniture Srl di Giuseppe Esposito;Corso Vittorio Emanuele, 223;Reggio Emilia
YHZ460;MRCPRI64H15I452S;Acquedotto Peninsulare SpA di Lorenzo Conti;Piazza Mazzini, 122;Sassari
YID113;SLVLSN45R05L736U;Idro Distribuzione Italiana SpA di Luca Russo;Viale dei Lavoratori, 57;Venezia
YIR222;RCCPRI89R05D643U;Acqua Sicura Forniture Srl di Chiara Lombardi;Via della Libertà, 132;Foggia
YIX933;RCCPRZ53C54H703Z;Idro Distribuzione Italiana SpA di Luca Russo;Viale Italia, 222;Salerno
YJO858;GRCGPP52M23L424E;BluFonte Distribuzione SpA di Giovanni Greco;Corso Vittorio Emanuele, 79;Trieste
YJZ230;SPSRRT98M15I754B;Acquedotto Centrale Italiano Srl di Antonio Romano;Corso Vittorio Emanuele, 68;Siracusa
YKB838;GRDMTT49B04H501B;Sorgenti d'Italia Srl di Roberto Marino;Via San Giovanni, 244;Roma
YKJ661;LNGNGL86M45B354X;Idrogest Italia SpA di Paolo De Luca;Viale Santa Maria, 219;Cagliari
YLE144;RZZMRA64T62G999V;AquaVerde Servizi Idrici Srl di Andrea Ferrari;Via IV Novembre, 159;Prato
YLZ947;MNCLSN58B25G478T;Acque del Sud Italia SpA di Elena Giordano;Via Dante, 148;Perugia
YND499;PNICLD64D65L049W;Acque Chiare Servizi Srl di Marco Rossi;Corso Marconi, 110;Taranto
YNK105;BRBMTT88M08G999B;Acqua & Territorio SpA di Davide Gallo;Viale Italia, 64;Prato
YNW651;RLNRRT78E22G482W;Idrogest Italia SpA di Paolo De Luca;Via della Costituzione, 178;Pescara
YOI264;GLLLNZ70H07E506N;Acqua Sicura Forniture Srl di Chiara Lombardi;Viale Santa Maria, 4;Lecce
YOL632;BRNCHR66E54E625V;Acquedotto Peninsulare SpA di Lorenzo Conti;Via dei Mille, 255;Livorno
YOY990;DSNGRG53D25A794I;Idro Distribuzione Italiana SpA di Luca Russo;Via Roma, 178;Bergamo
YPC184;LMBCLD71M58G337O;Acqua & Territorio SpA di Davide Gallo;Corso della Pace, 131;Parma
YQN679;MNCPLA46S64L424Y;Cristallina Acque Srl di Giulia Moretti;Via Matteotti, 24;Trieste
YQS360;BRNFNC66R27F205F;AcquaPura Italia Srl di Maria Costa;Viale Nazionale, 70;Milano
YRH787;LNGCML70A49G224Y;Idro Distribuzione Italiana SpA di Luca Russo;Corso Garibaldi, 91;Padova
YRJ773;FNTRRT81L20D612F;BluFonte Distribuzione SpA di Giovanni Greco;Via della Costituzione, 230;Firenze
YTE902;GNTSMN67E13A952F;Idro Distribuzione Italiana SpA di Luca Russo;Viale dei Lavoratori, 130;Bolzano
YTW942;CRSNDR58H08D086Z;Idro Distribuzione Italiana SpA di Luca Russo;Via delle Scienze, 47;Cosenza
YVN236;PNIGLI80R12G535R;Servizi Idrici del Nord Srl di Stefano Bruno;Via Matteotti, 129;Piacenza
YVW234;MRTSRA71H58C352X;Servizi Idrici del Nord Srl di Stefano Bruno;Viale dei Lavoratori, 36;Catanzaro
YWG147;CLMLNZ54D14D704X;Rete Idrica Nazionale SpA di Matteo Colombo;Viale delle Industrie, 108;Forlì
YWK855;RZZLSE51B41I452Y;Fonti Chiare Distribuzione Srl di Laura Mancini;Corso Garibaldi, 162;Sassari
YWP741;GRDLRA47E63D086T;Acqua Sicura Forniture Srl di Chiara Lombardi;Viale dei Lavoratori, 53;Cosenza
YXK553;RCCLRT47P11L781F;AcquaPura Italia Srl di Maria Costa;Via dei Mille, 106;Verona
YXR220;FNTSRG74E08A271D;Cristallina Acque Srl di Giulia Moretti;Via dei Mille, 265;Ancona
YXX478;MRNFNC90B51D969D;Sorgenti d'Italia Srl di Roberto Marino;Piazza Mazzini, 178;Genova
YYR651;RSSRCR54C14D969E;Cristallina Acque Srl di Giulia Moretti;Corso del Porto, 220;Genova
YZH571;CPPNDR48E16A952D;Acquedotto Centrale Italiano Srl di Antonio Romano;Corso Marconi, 100;Bolzano
YZL413;RLNRRT73L21A944N;Idro Distribuzione Italiana SpA di Luca Russo;Viale delle Industrie, 21;Bologna
ZAL939;GLLDVD68R11A952F;Idro Distribuzione Italiana SpA di Luca Russo;Via dei Mille, 136;Bolzano
ZAO662;LMBNDR78H20F205R;Acqua & Territorio SpA di Davide Gallo;Corso della Pace, 281;Milano
ZAS772;SNTLNE97A55C573U;Acque Chiare Servizi Srl di Marco Rossi;Viale della Repubblica, 43;Cesena
ZBN908;MRTLRT56H23H224Z;Acqua Sicura Forniture Srl di Chiara Lombardi;Via Europa, 288;Reggio Calabria
ZBO949;CLMDVD51T23D612H;Acquedotto Centrale Italiano Srl di Antonio Romano;Corso Garibaldi, 161;Firenze
ZCD900;MRNVCN78C16A952P;Cristallina Acque Srl di Giulia Moretti;Piazza Mazzini, 78;Bolzano
ZDG444;MRTPRI79D05G337D;Acquedotto Peninsulare SpA di Lorenzo Conti;Via della Costituzione, 21;Parma
ZDV032;DNGLSN94M08L424I;Gestione Idrica Integrata SpA di Francesco Bianchi;Via della Costituzione, 115;Trieste
ZDY027;RSSGRG97D01C351D;Acque del Sud Italia SpA di Elena Giordano;Via Europa, 145;Catania
ZEA594;BNCGPP98H13B354O;Rete Idrica Nazionale SpA di Matteo Colombo;Viale delle Industrie, 75;Cagliari
ZER445;MNCPRI49R08D704L;Gestione Idrica Integrata SpA di Francesco Bianchi;Corso Garibaldi, 182;Forlì
ZEY172;NREGNN54B09G999Y;Cristallina Acque Srl di Giulia Moretti;Via Matteotti, 106;Prato
ZHK838;RSSGRG76P28E506H;Idroservice Nazionale SpA di Sara Rizzo;Via San Giovanni, 109;Lecce
ZIP738;BNCLSN62B58D704U;AquaVerde Servizi Idrici Srl di Andrea Ferrari;Viale delle Industrie, 270;Forlì
ZIY398;CSTVNT53C41H294W;Idroservice Nazionale SpA di Sara Rizzo;Via Dante, 77;Rimini
ZJC626;MNTPLA52D08H530Z;AcquaPura Italia Srl di Maria Costa;Via dell'Acquedotto, 190;Reggio Emilia
ZMZ066;RNLBBR95L41A271L;Acqua Sicura Forniture Srl di Chiara Lombardi;Via Dante, 23;Ancona
ZNI654;FRRRSO55L46D969R;Fonti Chiare Distribuzione Srl di Laura Mancini;Corso dell'Artigianato, 171;Genova
ZNM680;RCCRSL63L47D548H;Servizi Idrici del Nord Srl di Stefano Bruno;Via San Giovanni, 95;Ferrara
ZNN836;FRRTRS90D61I754A;BluFonte Distribuzione SpA di Giovanni Greco;Via Roma, 251;Siracusa
ZNW638;MRCSFN75D06L840H;Acquedotto Peninsulare SpA di Lorenzo Conti;Via IV Novembre, 289;Vicenza
ZNX139;RMNGNN74M02H199E;PureFlow Idrica Srl di Alessandro Ricci;Via Verdi, 17;Ravenna
ZOL172;RCCLRT71T22A390F;Acque del Sud Italia SpA di Elena Giordano;Viale dei Lavoratori, 223;Arezzo
ZOS538;MNCCRN93E41G273R;Servizi Idrici del Nord Srl di Stefano Bruno;Via IV Novembre, 183;Palermo
ZOT192;CNTNNA92E52E625L;AcquaPura Italia Srl di Maria Costa;Via Matteotti, 31;Livorno
ZOV652;MRTNTN65P10L483T;Acqua & Territorio SpA di Davide Gallo;Via Europa, 2;Udine
ZPB608;SLVMNC53S57D704Q;BluFonte Distribuzione SpA di Giovanni Greco;Via della Libertà, 156;Forlì
ZQQ117;GRSLNE76S58A390Z;Acquedotto Peninsulare SpA di Lorenzo Conti;Corso della Pace, 77;Arezzo
ZQU989;CRSPLA91B58G224R;BluAcqua Forniture Srl di Giuseppe Esposito;Corso del Porto, 218;Padova
ZRG441;PNIRRT50T65F952F;BluFonte Distribuzione SpA di Giovanni Greco;Corso della Pace, 1;Novara
ZSN423;BNCLCU93M45A662J;Acquedotto Peninsulare SpA di Lorenzo Conti;Corso della Pace, 21;Bari
ZSQ593;GRCRSO76S65L424J;PureFlow Idrica Srl di Alessandro Ricci;Via IV Novembre, 299;Trieste
ZSS023;LNGTRS55S67L736U;Acquedotto Peninsulare SpA di Lorenzo Conti;Corso Marconi, 138;Venezia
ZTN703;GLLFNC69H46L736H;BluFonte Distribuzione SpA di Giovanni Greco;Via dell'Acquedotto, 281;Venezia
ZUV849;CNTSLV94C46H294Y;Servizi Idrici del Nord Srl di Stefano Bruno;Via delle Scienze, 281;Rimini
ZVR472;MRTMTT97D09G482W;Rete Idrica Nazionale SpA di Matteo Colombo;Corso XX Settembre, 213;Pescara
ZVX632;LNEGNN73B48G337L;Acqua & Territorio SpA di Davide Gallo;Via Europa, 278;Parma
ZWO940;MRTRSL94H50A794Q;BluFonte Distribuzione SpA di Giovanni Greco;Corso Garibaldi, 289;Bergamo
ZWP879;RSSVNT60P41H501K;Acquedotto Peninsulare SpA di Lorenzo Conti;Corso della Pace, 134;Roma
ZXJ350;SRRPLA72H19H703P;BluFonte Distribuzione SpA di Giovanni Greco;Viale delle Industrie, 219;Salerno
ZXN890;LNGPLA68B09G482T;PureFlow Idrica Srl di Alessandro Ricci;Viale delle Industrie, 156;Pescara
ZYV955;GRCNGL85E58H501X;Rete Idrica Nazionale SpA di Matteo Colombo;Via Roma, 24;Roma
ZZN790;GRCLSN81D07F704S;PureFlow Idrica Srl di Alessandro Ricci;Via San Giovanni, 270;Monza
